street,zip,city,name,cemetery_type,

"Kruckeler Str. 120","44229","Dortmund","Großholthausen","Cemetery burial 💐"
"Herbststrasse 50","90431","Nürnberg","Großreuth","Cemetery burial 💐"
"Augustenburgstr. 104","76229","Karlsruhe","Grötzingen","Urn cremation ⚱️"
"Heckertstr.60","44807","Bochum","Grumme","Cemetery burial 💐"
"Bornstedter Straße 11","10711","Berlin","Grunewald","Cemetery burial 💐"
"Am Berg 2","76228","Karlsruhe","Grünwettersbach","Cemetery burial 💐"
"Durmersheimer Str.34a","76185","Karlsruhe","Grünwinkel","Diamond cremation 💎"
"Güldendorfer Straße","15236","Frankfurt/Oder","Güldendorf","Cemetery burial 💐"
"Karl-Möhlig-Straße","56072","Koblenz","Güls","Tree burial 🌲"
"Friedhofstr.45","44866","Bochum","Günningfeld","Cemetery burial 💐"
"Schauinslandstraße","79100","Freiburg","Günterstal","Diamond cremation 💎"
"Gut Panker","24321","Panker","Gut Panker","Cemetery burial 💐"
"Friedenstraße","52080","Aachen","Haaren","Urn cremation ⚱️"
"Kuhlestraße","58089","Hagen","Hagen Philippshöhe","Cemetery burial 💐"
"Schäferstr. 11","76139","Karlsruhe","Hagsfeld","Urn cremation ⚱️"
"Mühlenfeld 9","32427","Minden","Hahlen","Cemetery burial 💐"
"Einsteinstr.74","81675","München","Haidhausen","Urn cremation ⚱️"
"Auf dem Dorn 36","30165","Hannover","Hainholz","Cemetery burial 💐"
"","83026","Rosenheim","Happing","Cemetery burial 💐"
"Alexander-Scharff-Straße","41169","Mönchengladbach","Hardt","Tree burial 🌲"
"Korffstraße 51","60437","Frankfurt/M.","Harheim","Cemetery burial 💐"
"Birkenkamp 20","38110","Braunschweig","Harxbüttel","Diamond cremation 💎"
"Petersberger Trift","06463","Meisdorf","Harz Falkenstein","Cemetery burial 💐"
"Linteler Straße","27798","Hude","Hasbruch","Diamond cremation 💎"
"Uffhauser Straße","79115","Freiburg","Haslach","Cemetery burial 💐"
"Hasseler Straße 100","45896","Gelsenkirchen","Hassel-Oberfeldingen","Diamond cremation 💎"
"Hasselsstr.34","40599","Düsseldorf","Hassels","Urn cremation ⚱️"
"Alter Postweg 24","28207","Bremen","Hastedt","Cemetery burial 💐"
"Bgm.-Widmeier-Straße 55","86179","Augsburg","Haunstetten (alt)","Urn cremation ⚱️"
"Hopfenstraße 11","86179","Augsburg","Haunstetten (neu)","Tree burial 🌲"
"Immanuel-Kant-Str.52","44803","Bochum","Hauptfiedhof","Cemetery burial 💐"
"Am Jüdischen Friedhof 1","68167","Mannheim","Hauptfriedhof","Urn cremation ⚱️"
"Eckenheimer Landstraße 194","60320","Frankfurt/M.","Hauptfriedhof","Tree burial 🌲"
"Am Gottesacker 25","44143","Dortmund","Hauptfriedhof","Cemetery burial 💐"
"Haid-und Neu-Str. 35-39","76131","Karlsruhe","Hauptfriedhof","Urn cremation ⚱️"
"Am Hauptfriedhof 1","15236","Frankfurt/O.","Hauptfriedhof","Urn cremation ⚱️"
"Hoheloh","98527","Suhl","Hauptfriedhof","Tree burial 🌲"
"Am Hauptfriedhof 1","15236","Frankfurt/Oder","Hauptfriedhof","Cemetery burial 💐"
"Beatusstr.37","56068","Koblenz","Hauptfriedhof","Urn cremation ⚱️"
"An der Hospitalsmühle","54292","Trier","Hauptfriedhof","Cemetery burial 💐"
"Plauenerstr.1","90528","Hof","Hauptfriedhof","Cemetery burial 💐"
"Am Jüdischen Friedhof 1","68167","Mannheim","Hauptfriedhof","Cemetery burial 💐"
"Martin-Luther-Str. 18","97072","Würzburg","Hauptfriedhof","Urn cremation ⚱️"
"Birkenallee","41063","Mönchengladbach","Hauptfriedhof","Cemetery burial 💐"
"Ortbeckstraße 2","45891","Gelsenkirchen","Hauptfriedhof","Cemetery burial 💐"
"Helmstedter Straße","38126","Braunschweig","Hauptfriedhof","Tree burial 🌲"
"Heideckstraße 127- 129","47805","Krefeld","Hauptfriedhof","Tree burial 🌲"
"Friedhofstraße 8","79106","Freiburg","Hauptfriedhof","Cemetery burial 💐"
"Immanuel-Kant-Straße 52","44803","Bochum","Hauptfriedhof","Tree burial 🌲"
"Birkenhainer Str. 2","63450","Hanau","Hauptfriedhof","Tree burial 🌲"
"Steinhaldenstraße 52","70378","Stuttgart","Hauptfriedhof Bad Cannstatt","Tree burial 🌲"
"Blücherstr.122","46397","Bocholt","Hauptfriedhof Blücherstraße","Cemetery burial 💐"
"Alter Kirchweg","36251","Bad","Hauptfriedhof Frauenberg","Urn cremation ⚱️"
"Wippershainer Straße","36251","Bad","Hauptfriedhof Hohe Luft","Tree burial 🌲"
"Dörnebrink 12","49479","Ibbenbüren","Hauptfriedhof Ledder Straße","Cemetery burial 💐"
"Lannert 59","32429","Minden","Häverstädt","Tree burial 🌲"
"In der Römerstadt 129","60439","Frankfurt/M.","Heddernheim","Cemetery burial 💐"
"Friedrichshafener Straße 9","70329","Stuttgart","Hedelfingen","Cemetery burial 💐"
"Am Ziegenrück","36251","Bad","Heenes","Cemetery burial 💐"
"Schießstr.21","40549","Düsseldorf","Heerdt","Tree burial 🌲"
"","78576","Emmingen-Liptingen","Hegau","Urn cremation ⚱️"
"Hofstraße 30","73732","Esslingen","Hegensberg","Cemetery burial 💐"
"Kirchstraße/Langwies","71334","Waiblingen","Hegnach","Cemetery burial 💐"
"Reißeckstr. 14","12107","Berlin","Heidefriedhof","Urn cremation ⚱️"
"Moritzburger Landstraße 299","01129","Dresden","Heidefriedhof","Cemetery burial 💐"
"Breiter Weg","53177","Bonn","Heiderhof","Cemetery burial 💐"
"","98527","Suhl","Heidersbach","Cemetery burial 💐"
"Kirchhofstraße","97084","Würzburg","Heidingsfeld","Tree burial 🌲"
"Clavelstraße","88633","Heiligenberg","Heiligenberg","Urn cremation ⚱️"
"Hafenstraße 6","23774","Heiligenhafen","Heiligenhafen","Cemetery burial 💐"
"Richard-Thiemann-Straße","32760","Detmold","Heiligenkirchen","Cemetery burial 💐"
"Heißbergstraße","52066","Aachen","Heißberg","Cemetery burial 💐"
"Georgkirchstraße","45259","Essen","Heisingen I","Cemetery burial 💐"
"Wechselpfad","45259","Essen","Heisingen II","Cemetery burial 💐"
"Marschstraße 34","28309","Bremen","Hemelingen","Urn cremation ⚱️"
"Hermanstraße 10","86150","Augsburg","Hermannfriedhof","Cemetery burial 💐"
"Kiepertstr.10","30419","Hannover","Herrenhäuser Friedhof","Tree burial 🌲"
"Urdenbacher Allee 113","40593","Düsseldorf","Herz Jesu Urdenbach","Urn cremation ⚱️"
"Benckendorffstraße 27","70199","Stuttgart","Heslach","Tree burial 🌲"
"Steinkopfstraße","65207","Wiesbaden","Heßloch","Urn cremation ⚱️"
"Bergfriedstr.7","91207","Lauf","Heuchling","Tree burial 🌲"
"Bockelstraße 4","70619","Stuttgart","Heumaden","Cemetery burial 💐"
"Auf dem Brinke","32760","Detmold","Hiddesen","Cemetery burial 💐"
"Hiltroper Busch 9","44805","Bochum","Hiltrop","Tree burial 🌲"
"Himmelgeister Landstr.","40589","Düsseldorf","Himmelgeist","Cemetery burial 💐"
"Walddörferstraße 367","22047","Hamburg","Hinschenfelde","Tree burial 🌲"
"Kirchstraße 2","78727","Oberndorf/Neckar","Hochmössingen","Diamond cremation 💎"
"Sossenheimer Weg 75","65929","Frankfurt/M.","Höchst","Cemetery burial 💐"
"Ruitlenstraße 24","70378","Stuttgart","Hofen","Tree burial 🌲"
"Lotharstrasse 3","90431","Nürnberg","Höfen","Tree burial 🌲"
"R. Heimatsmühle","73433","Aalen","Hofen","Tree burial 🌲"
"Am Waldfriedhof20","48165","Münster","Hohe Ward","Tree burial 🌲"
"Raithelhuberstraße","71336","Waiblingen","Hohenacker","Cemetery burial 💐"
"Langwies","54296","Trier","Höhenfriedhof","Cemetery burial 💐"
"Gärtnerstr.7","13053","Berlin","Hohenschönhausen","Tree burial 🌲"
"Friedhofsweg","15234","Frankfurt/Oder","Hohenwalde","Diamond cremation 💎"
"Spitalhof 30","76228","Karlsruhe","Hohenwettersbach","Tree burial 🌲"
"Blumenstr.31","29525","Uelzen","Holdenstedt","Tree burial 🌲"
"","23714","Bad","Holsteinische Schweiz","Cemetery burial 💐"
"Hehnerholt","41069","Mönchengladbach","Holt","Cemetery burial 💐"
"Burgwiesenstr.","51067","Köln","Holweide","Cemetery burial 💐"
"Holzener Str.  32","44267","Dortmund","Holzen","Urn cremation ⚱️"
"Zaucheblick 2a","04288","Leipzig","Holzhausen","Cemetery burial 💐"
"Am Friedhof","53229","Bonn","Holzlar","Tree burial 🌲"
"Am Hombruchsfeld 15","44225","Dortmund","Hombruch","Cemetery burial 💐"
"Hegerdorfstr. 49","38108","Braunschweig","Hondelage","Cemetery burial 💐"
"Wilkenkamp 6","44867","Bochum","Höntrop","Tree burial 🌲"
"Thälmannstr.71","15366","Hoppegarten","Hoppegarten","Cemetery burial 💐"
"Rosenbergstraße 7","70174","Stuttgart","Hoppenlau","Tree burial 🌲"
"Horbacher Straße","52072","Aachen","Horbach","Urn cremation ⚱️"
"Alter Weg","56076","Koblenz","Horchheim","Tree burial 🌲"
"Im Zugfeld 70","44793","Bochum","Hordel","Tree burial 🌲"
"Horner Heerstr. 30","28359","Bremen","Horn","Cemetery burial 💐"
"Am Schleusengraben 11","45899","Gelsenkirchen","Horst-Süd","Cemetery burial 💐"
"Kirchgasse 6","01326","Dresden","Hosterwitz-Kirchhof Maria am Wasser","Cemetery burial 💐"
"Dorfstr.","40629","Düsseldorf","Hubbelrath","Urn cremation ⚱️"
"Kirchhuchtinger Landstr. 208","28259","Bremen","Huchting","Urn cremation ⚱️"
"Urbanusstr. 4","44369","Dortmund","Huckarde","Cemetery burial 💐"
"Habenhauser Landstraße 70","28277","Bremen","Huckelriede","Urn cremation ⚱️"
"Josefstraße","45772","Marl","Hüls","Urn cremation ⚱️"
"Wilmersdorfer Str. 50","52068","Aachen","Hüls","Urn cremation ⚱️"
"Am Strathof 32","47839","Krefeld","Hüls","Urn cremation ⚱️"
"Falkenbergerstraße","53947","Tondorf","Hümmel","Cemetery burial 💐"
"Hauptstraße 42","55758","Niederhosenbach","Hunsrück","Tree burial 🌲"
"Medenbacher Straße","65207","Wiesbaden","Igstadt","Tree burial 🌲"
"Friedensstraße 2","01097","Dresden","Innerer Neustäster Friedhof","Urn cremation ⚱️"
"Oktavianstraße 25","86199","Augsburg","Inningen","Diamond cremation 💎"
